group,local_order_id,side,action,status,order_role,order_price,quantity,signal_lag_id,ack_lag_id,accepted_lag_id,cancelled_lag_id,filled_lag_id,terminal_lag_id,signal_found,signal_any,signal_full,signal_volume,signal_contra,ack_found,ack_any,ack_full,ack_volume,ack_contra,accepted_found,accepted_any,accepted_full,accepted_volume,accepted_contra,cancelled_found,cancelled_any,cancelled_full,cancelled_volume,cancelled_contra,filled_found,filled_any,filled_full,filled_volume,filled_contra,signal_to_ack_records,signal_to_ack_any_records,signal_to_ack_full_records,signal_to_ack_max_marketable_volume,signal_to_ack_first_any_id,signal_to_ack_first_full_id,ack_to_terminal_records,ack_to_terminal_any_records,ack_to_terminal_full_records,ack_to_terminal_max_marketable_volume,ack_to_terminal_first_any_id,ack_to_terminal_first_full_id,after_ack_to_terminal_records,after_ack_to_terminal_any_records,after_ack_to_terminal_full_records,after_ack_to_terminal_max_marketable_volume,after_ack_to_terminal_first_any_id,after_ack_to_terminal_first_full_id,accepted_to_terminal_records,accepted_to_terminal_any_records,accepted_to_terminal_full_records,accepted_to_terminal_max_marketable_volume,accepted_to_terminal_first_any_id,accepted_to_terminal_first_full_id,after_accepted_to_terminal_records,after_accepted_to_terminal_any_records,after_accepted_to_terminal_full_records,after_accepted_to_terminal_max_marketable_volume,after_accepted_to_terminal_first_any_id,after_accepted_to_terminal_first_full_id,signal_to_terminal_records,signal_to_terminal_any_records,signal_to_terminal_full_records,signal_to_terminal_max_marketable_volume,signal_to_terminal_first_any_id,signal_to_terminal_first_full_id
cancelled_entry_unfilled,288230376151712230,kBuy,kOpenLong,kCancelled,entry,0.35546,28,2253537563,2253537563,2253537736,2253537774,,2253537774,true,true,false,14,0.35542,true,true,false,14,0.35542,true,false,false,147,0.35608,true,false,false,147,0.35608,false,false,false,,,1,1,0,14,2253537563,,7,1,0,14,2253537563,,6,0,0,,,,3,0,0,,,,2,0,0,,,,7,1,0,14,2253537563,
cancelled_entry_unfilled,288230376151712243,kSell,kOpenShort,kCancelled,entry,0.35382,28,2253606578,2253606578,2253606589,2253606598,,2253606598,true,true,false,7,0.35386,true,true,false,7,0.35386,true,false,false,271,0.3537,true,false,false,271,0.3537,false,false,false,,,1,1,0,7,2253606578,,3,1,0,7,2253606578,,2,0,0,,,,2,0,0,,,,1,0,0,,,,3,1,0,7,2253606578,
cancelled_entry_unfilled,288230376151712247,kBuy,kOpenLong,kCancelled,entry,0.35618,28,2253631138,2253631140,2253631481,2253631481,,2253631481,true,true,false,13,0.35614,true,true,false,13,0.35614,true,false,false,14,0.35704,true,false,false,14,0.35704,false,false,false,,,2,2,0,13,2253631138,,6,1,0,13,2253631140,,5,0,0,,,,1,0,0,,,,0,0,0,,,,7,2,0,13,2253631138,
cancelled_entry_unfilled,288230376151712251,kSell,kOpenShort,kCancelled,entry,0.35791,27,2253678543,2253678562,2253678562,2253678574,,2253678574,true,true,true,152,0.35795,true,true,true,111,0.35795,true,true,true,111,0.35795,true,false,false,152,0.35785,false,false,false,,,2,2,2,152,2253678543,2253678543,2,1,1,111,2253678562,2253678562,1,0,0,,,,2,1,1,111,2253678562,2253678562,1,0,0,,,,3,2,2,152,2253678543,2253678543
cancelled_entry_unfilled,288230376151712261,kSell,kOpenShort,kCancelled,entry,0.3617,27,2253787854,2253787948,2253787970,2253787970,,2253787970,true,true,false,4,0.36174,true,false,false,25,0.3611,true,false,false,24,0.36116,true,false,false,24,0.36116,false,false,false,,,5,2,1,48,2253787854,2253787868,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,6,2,1,48,2253787854,2253787868
cancelled_entry_unfilled,288230376151712263,kSell,kOpenShort,kCancelled,entry,0.36034,27,2253798807,2253798832,2253798868,2253798868,,2253798868,true,true,false,8,0.36038,true,false,false,8,0.3601,true,false,false,8,0.35963,true,false,false,8,0.35963,false,false,false,,,2,1,0,8,2253798807,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2253798807,
cancelled_entry_unfilled,288230376151712264,kBuy,kOpenLong,kCancelled,entry,0.36116,27,2253801423,2253801423,2253801480,2253801576,,2253801576,true,true,false,20,0.36112,true,true,false,20,0.36112,true,false,false,57,0.36149,true,false,false,22,0.36137,false,false,false,,,1,1,0,20,2253801423,,5,1,0,20,2253801423,,4,0,0,,,,4,0,0,,,,3,0,0,,,,5,1,0,20,2253801423,
cancelled_entry_unfilled,288230376151712265,kSell,kOpenShort,kCancelled,entry,0.36149,27,2253801911,2253801928,2253801953,2253801953,,2253801953,true,true,false,7,0.36153,true,false,false,8,0.36118,true,false,false,8,0.36112,true,false,false,8,0.36112,false,false,false,,,2,1,0,7,2253801911,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,7,2253801911,
cancelled_entry_unfilled,288230376151712271,kSell,kOpenShort,kCancelled,entry,0.35566,28,2253912445,2253912489,2253912549,2253912623,,2253912623,true,true,false,19,0.3557,true,false,false,2,0.3555,true,false,false,154,0.35488,true,false,false,8,0.355,false,false,false,,,2,1,0,19,2253912445,,3,0,0,,,,2,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,0,19,2253912445,
cancelled_entry_unfilled,288230376151712276,kSell,kOpenShort,kCancelled,entry,0.35734,27,2253992606,2253992647,2253992708,2253992947,,2253992947,true,true,false,4,0.35738,true,false,false,8,0.35674,true,false,false,107,0.35613,true,false,false,20,0.35674,false,false,false,,,2,1,0,4,2253992606,,6,0,0,,,,5,0,0,,,,5,0,0,,,,4,0,0,,,,7,1,0,4,2253992606,
cancelled_entry_unfilled,288230376151712283,kBuy,kOpenLong,kCancelled,entry,0.36156,27,2254041541,2254041541,2254041629,2254041865,,2254041865,true,true,true,65,0.36152,true,true,true,65,0.36152,true,false,false,65,0.36192,true,false,false,5,0.36188,false,false,false,,,1,1,1,65,2254041541,2254041541,4,1,1,65,2254041541,2254041541,3,0,0,,,,3,0,0,,,,2,0,0,,,,4,1,1,65,2254041541,2254041541
cancelled_entry_unfilled,288230376151712284,kSell,kOpenShort,kCancelled,entry,0.36179,27,2254041865,2254041932,2254041956,2254041956,,2254041956,true,true,false,10,0.36183,true,false,false,65,0.36153,true,false,false,20,0.36132,true,false,false,20,0.36132,false,false,false,,,2,1,0,10,2254041865,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,10,2254041865,
cancelled_entry_unfilled,288230376151712292,kBuy,kOpenLong,kCancelled,entry,0.36038,27,2254109235,2254109304,,2254109644,,2254109644,true,true,false,21,0.36034,true,false,false,8,0.36063,false,false,false,,,true,false,false,30,0.36069,false,false,false,,,2,1,0,21,2254109235,,7,0,0,,,,6,0,0,,,,0,0,0,,,,0,0,0,,,,8,1,0,21,2254109235,
cancelled_entry_unfilled,288230376151712322,kBuy,kOpenLong,kCancelled,entry,0.35849,27,2254371705,2254371705,2254371741,2254371741,,2254371741,true,true,false,18,0.35845,true,true,false,18,0.35845,true,false,false,6,0.35858,true,false,false,6,0.35858,false,false,false,,,1,1,0,18,2254371705,,3,2,0,18,2254371705,,2,1,0,4,2254371728,,1,0,0,,,,0,0,0,,,,3,2,0,18,2254371705,
cancelled_entry_unfilled,288230376151712323,kBuy,kOpenLong,kCancelled,entry,0.3565,28,2254377736,2254377779,2254377813,2254377813,,2254377813,true,true,true,79,0.35646,true,false,false,6,0.35659,true,false,false,8,0.35672,true,false,false,8,0.35672,false,false,false,,,2,1,1,79,2254377736,2254377736,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,1,79,2254377736,2254377736
cancelled_entry_unfilled,288230376151712342,kSell,kOpenShort,kCancelled,entry,0.36512,27,2254572927,2254572927,2254572945,2254572984,,2254572984,true,true,false,20,0.36516,true,true,false,20,0.36516,true,false,false,20,0.3651,true,false,false,34,0.365,false,false,false,,,1,1,0,20,2254572927,,3,1,0,20,2254572927,,2,0,0,,,,2,0,0,,,,1,0,0,,,,3,1,0,20,2254572927,
cancelled_entry_unfilled,288230376151712344,kSell,kOpenShort,kCancelled,entry,0.35984,27,2254595742,2254595769,2254595782,2254595782,,2254595782,true,true,false,10,0.35988,true,false,false,121,0.35972,true,false,false,7,0.35959,true,false,false,7,0.35959,false,false,false,,,2,1,0,10,2254595742,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,10,2254595742,
cancelled_entry_unfilled,288230376151712345,kBuy,kOpenLong,kCancelled,entry,0.35969,27,2254595782,2254595807,2254595849,2254595849,,2254595849,true,true,true,56,0.35965,true,false,false,8,0.3599,true,false,false,8,0.3599,true,false,false,8,0.3599,false,false,false,,,2,1,1,56,2254595782,2254595782,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,1,56,2254595782,2254595782
cancelled_entry_unfilled,288230376151712351,kSell,kOpenShort,kCancelled,entry,0.36033,27,2254646341,2254646444,,2254646586,,2254646586,true,true,false,8,0.36037,true,false,false,8,0.35967,false,false,false,,,true,false,false,9,0.35963,false,false,false,,,2,1,0,8,2254646341,,3,0,0,,,,2,0,0,,,,0,0,0,,,,0,0,0,,,,4,1,0,8,2254646341,
cancelled_entry_unfilled,288230376151712353,kBuy,kOpenLong,kCancelled,entry,0.36044,27,2254659944,2254659965,2254660013,2254660013,,2254660013,true,true,false,13,0.3604,true,false,false,145,0.36067,true,false,false,8,0.36095,true,false,false,8,0.36095,false,false,false,,,2,1,0,13,2254659944,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,13,2254659944,
cancelled_entry_unfilled,288230376151712357,kSell,kOpenShort,kCancelled,entry,0.36044,27,2254672400,2254672400,2254672849,2254672849,,2254672849,true,true,false,8,0.36048,true,true,false,8,0.36048,true,false,false,9,0.35957,true,false,false,9,0.35957,false,false,false,,,1,1,0,8,2254672400,,7,1,0,8,2254672400,,6,0,0,,,,1,0,0,,,,0,0,0,,,,7,1,0,8,2254672400,
cancelled_entry_unfilled,288230376151712358,kSell,kOpenShort,kCancelled,entry,0.35938,27,2254678429,2254678429,2254678507,2254678507,,2254678507,true,true,false,8,0.35942,true,true,false,8,0.35942,true,false,false,8,0.35893,true,false,false,8,0.35893,false,false,false,,,1,1,0,8,2254678429,,3,1,0,8,2254678429,,2,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2254678429,
cancelled_entry_unfilled,288230376151712359,kSell,kOpenShort,kCancelled,entry,0.35513,28,2254728625,2254728735,2254728855,2254728983,,2254728983,true,true,true,225,0.35517,true,false,false,57,0.35417,true,false,false,1,0.35209,true,false,false,1,0.35209,false,false,false,,,2,1,1,225,2254728625,2254728625,3,0,0,,,,2,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,1,225,2254728625,2254728625
cancelled_entry_unfilled,288230376151712360,kSell,kOpenShort,kCancelled,entry,0.353,28,2254751243,2254751243,,2254751326,,2254751326,true,true,true,52,0.35304,true,true,true,52,0.35304,false,false,false,,,true,false,false,8,0.35242,false,false,false,,,1,1,1,52,2254751243,2254751243,5,3,3,52,2254751243,2254751243,4,2,2,52,2254751247,2254751247,0,0,0,,,,0,0,0,,,,5,3,3,52,2254751243,2254751243
cancelled_entry_unfilled,288230376151712361,kSell,kOpenShort,kCancelled,entry,0.35202,28,2254759865,2254759865,2254759949,2254759949,,2254759949,true,true,true,97,0.35206,true,true,true,97,0.35206,true,false,false,84,0.35122,true,false,false,84,0.35122,false,false,false,,,1,1,1,97,2254759865,2254759865,3,1,1,97,2254759865,2254759865,2,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,1,97,2254759865,2254759865
cancelled_entry_unfilled,288230376151712415,kSell,kOpenShort,kCancelled,entry,0.34965,28,2255042766,2255042766,2255043067,2255043072,,2255043072,true,true,false,8,0.34969,true,true,false,8,0.34969,true,false,false,8,0.34884,true,false,false,84,0.3474,false,false,false,,,1,1,0,8,2255042766,,4,1,0,8,2255042766,,3,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,0,8,2255042766,
cancelled_entry_unfilled,288230376151712425,kBuy,kOpenLong,kCancelled,entry,0.34792,28,2255094785,2255094837,2255094866,2255094866,,2255094866,true,true,false,21,0.34788,true,false,false,229,0.34815,true,false,false,124,0.34815,true,false,false,124,0.34815,false,false,false,,,2,1,0,21,2255094785,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,21,2255094785,
filled_or_partial_control,288230376151712432,kBuy,kOpenLong,kPartiallyCancelled,entry,0.34641,28,2255148594,2255148594,2255148699,2255148699,,2255148699,true,true,false,8,0.34637,true,true,false,8,0.34637,true,false,false,8,0.34665,true,false,false,8,0.34665,false,false,false,,,1,1,0,8,2255148594,,2,1,0,8,2255148594,,1,0,0,,,,1,0,0,,,,0,0,0,,,,2,1,0,8,2255148594,
filled_or_partial_control,288230376151712434,kSell,kCloseLong,kPartiallyCancelled,exit,0.34609,20,2255149067,2255149067,2255149079,2255149088,,2255149088,true,true,true,22,0.34613,true,true,true,22,0.34613,true,true,false,8,0.34612,true,false,false,8,0.34603,false,false,false,,,1,1,1,22,2255149067,2255149067,4,3,1,22,2255149067,2255149067,3,2,0,8,2255149079,,3,2,0,8,2255149079,,2,1,0,8,2255149082,,4,3,1,22,2255149067,2255149067
filled_or_partial_control,288230376151712435,kSell,kCloseLong,kFilled,exit,0.34604,12,2255149192,2255149192,2255149195,,2255149195,2255149195,true,true,true,20,0.34608,true,true,true,20,0.34608,true,true,true,20,0.34608,false,false,false,,,true,true,true,20,0.34608,1,1,1,20,2255149192,2255149192,2,2,2,20,2255149192,2255149192,1,1,1,20,2255149195,2255149195,1,1,1,20,2255149195,2255149195,0,0,0,,,,2,2,2,20,2255149192,2255149192
cancelled_entry_unfilled,288230376151712449,kBuy,kOpenLong,kCancelled,entry,0.34807,28,2255270280,2255270394,2255270422,2255270422,,2255270422,true,true,false,26,0.34803,true,false,false,8,0.34852,true,false,false,8,0.34869,true,false,false,8,0.34869,false,false,false,,,2,1,0,26,2255270280,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,26,2255270280,
cancelled_entry_unfilled,288230376151712483,kSell,kOpenShort,kCancelled,entry,0.34879,28,2255688790,2255689507,,2255689770,,2255689770,true,true,false,8,0.34883,true,false,false,8,0.34807,false,false,false,,,true,false,false,8,0.3481,false,false,false,,,7,1,0,8,2255688790,,12,0,0,,,,11,0,0,,,,0,0,0,,,,0,0,0,,,,18,1,0,8,2255688790,
filled_or_partial_control,288230376151712497,kSell,kOpenShort,kFilled,entry,0.35065,28,2255887738,2255887745,2255887749,,2255887749,2255887749,true,true,true,2763,0.35069,true,true,true,2763,0.35069,true,true,true,2735,0.35069,false,false,false,,,true,true,true,2735,0.35069,2,2,2,2763,2255887738,2255887738,2,2,2,2763,2255887745,2255887745,1,1,1,2735,2255887749,2255887749,1,1,1,2735,2255887749,2255887749,0,0,0,,,,3,3,3,2763,2255887738,2255887738
filled_or_partial_control,288230376151712498,kBuy,kCloseShort,kFilled,exit,0.35078,28,2255887773,2255887773,,,2255887798,2255887798,true,true,false,19,0.35074,true,true,false,19,0.35074,false,false,false,,,false,false,false,,,true,true,false,6,0.35077,1,1,0,19,2255887773,,5,5,1,38,2255887773,2255887777,4,4,1,38,2255887777,2255887777,0,0,0,,,,0,0,0,,,,5,5,1,38,2255887773,2255887777
cancelled_entry_unfilled,288230376151712571,kBuy,kOpenLong,kCancelled,entry,0.34703,28,2256273377,2256273377,2256273525,2256273525,,2256273525,true,true,false,4,0.34699,true,true,false,4,0.34699,true,false,false,8,0.34732,true,false,false,8,0.34732,false,false,false,,,1,1,0,4,2256273377,,3,2,0,24,2256273377,,2,1,0,24,2256273470,,1,0,0,,,,0,0,0,,,,3,2,0,24,2256273377,
cancelled_entry_unfilled,288230376151712598,kBuy,kOpenLong,kCancelled,entry,0.3463,28,2256598516,2256598516,,2256600032,,2256600032,true,true,true,141,0.34626,true,true,true,141,0.34626,false,false,false,,,true,false,false,136,0.35026,false,false,false,,,1,1,1,141,2256598516,2256598516,15,1,1,141,2256598516,2256598516,14,0,0,,,,0,0,0,,,,0,0,0,,,,15,1,1,141,2256598516,2256598516
cancelled_entry_unfilled,288230376151712599,kBuy,kOpenLong,kCancelled,entry,0.35471,28,2256609931,2256610054,,2256610156,,2256610156,true,true,false,8,0.35467,true,false,false,49,0.35525,false,false,false,,,true,false,false,49,0.35525,false,false,false,,,2,1,0,8,2256609931,,2,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,3,1,0,8,2256609931,
cancelled_entry_unfilled,288230376151712601,kBuy,kOpenLong,kCancelled,entry,0.35599,28,2256628541,2256628639,2256629144,2256629144,,2256629144,true,true,false,16,0.35595,true,false,false,1,0.35622,true,false,false,109,0.35897,true,false,false,109,0.35897,false,false,false,,,2,1,0,16,2256628541,,5,0,0,,,,4,0,0,,,,1,0,0,,,,0,0,0,,,,6,1,0,16,2256628541,
cancelled_entry_unfilled,288230376151712603,kBuy,kOpenLong,kCancelled,entry,0.35782,27,2256655243,2256656132,,2256656578,,2256656578,true,true,false,14,0.35778,true,false,false,16,0.36154,false,false,false,,,true,false,false,23,0.36086,false,false,false,,,18,1,0,14,2256655243,,7,0,0,,,,6,0,0,,,,0,0,0,,,,0,0,0,,,,24,1,0,14,2256655243,
cancelled_entry_unfilled,288230376151712604,kBuy,kOpenLong,kCancelled,entry,0.35921,27,2256660924,2256660967,2256661113,2256661113,,2256661113,true,true,false,15,0.35917,true,false,false,138,0.35937,true,false,false,8,0.36023,true,false,false,8,0.36023,false,false,false,,,2,1,0,15,2256660924,,3,0,0,,,,2,0,0,,,,1,0,0,,,,0,0,0,,,,4,1,0,15,2256660924,
cancelled_entry_unfilled,288230376151712605,kBuy,kOpenLong,kCancelled,entry,0.35966,27,2256662510,2256662519,2256662526,2256662616,,2256662616,true,true,false,23,0.35962,true,true,false,8,0.35962,true,true,false,8,0.35962,true,false,false,8,0.36005,false,false,false,,,2,2,0,23,2256662510,,3,2,0,8,2256662519,,2,1,0,8,2256662526,,2,1,0,8,2256662526,,1,0,0,,,,4,3,0,23,2256662510,
cancelled_entry_unfilled,288230376151712608,kBuy,kOpenLong,kCancelled,entry,0.35657,28,2256702541,2256702541,2256702756,2256702756,,2256702756,true,true,false,8,0.35653,true,true,false,8,0.35653,true,false,false,8,0.35745,true,false,false,8,0.35745,false,false,false,,,1,1,0,8,2256702541,,3,1,0,8,2256702541,,2,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2256702541,
cancelled_entry_unfilled,288230376151712609,kSell,kOpenShort,kCancelled,entry,0.3577,27,2256703517,2256703517,2256703572,2256703572,,2256703572,true,true,false,8,0.35774,true,true,false,8,0.35774,true,false,false,84,0.35753,true,false,false,84,0.35753,false,false,false,,,1,1,0,8,2256703517,,2,1,0,8,2256703517,,1,0,0,,,,1,0,0,,,,0,0,0,,,,2,1,0,8,2256703517,
cancelled_entry_unfilled,288230376151712610,kBuy,kOpenLong,kCancelled,entry,0.357,28,2256728832,2256729040,,2256729123,,2256729123,true,true,false,8,0.35696,true,false,false,18,0.35737,false,false,false,,,true,false,false,18,0.35737,false,false,false,,,5,1,0,8,2256728832,,4,0,0,,,,3,0,0,,,,0,0,0,,,,0,0,0,,,,8,1,0,8,2256728832,
cancelled_entry_unfilled,288230376151712612,kBuy,kOpenLong,kCancelled,entry,0.35705,28,2256749497,2256749605,2256749670,2256749728,,2256749728,true,true,false,8,0.35701,true,false,false,146,0.35767,true,false,false,8,0.35785,true,false,false,8,0.35785,false,false,false,,,2,1,0,8,2256749497,,3,0,0,,,,2,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,0,8,2256749497,
cancelled_entry_unfilled,288230376151712613,kBuy,kOpenLong,kCancelled,entry,0.35559,28,2256763848,2256763848,2256764145,2256764203,,2256764203,true,true,false,8,0.35555,true,true,false,8,0.35555,true,false,false,8,0.35684,true,false,false,8,0.35684,false,false,false,,,1,1,0,8,2256763848,,6,1,0,8,2256763848,,5,0,0,,,,3,0,0,,,,2,0,0,,,,6,1,0,8,2256763848,
cancelled_entry_unfilled,288230376151712624,kBuy,kOpenLong,kCancelled,entry,0.35555,28,2256934444,2256934596,,2256934790,,2256934790,true,true,false,8,0.35551,true,false,false,8,0.35607,false,false,false,,,true,false,false,8,0.35674,false,false,false,,,2,1,0,8,2256934444,,4,0,0,,,,3,0,0,,,,0,0,0,,,,0,0,0,,,,5,1,0,8,2256934444,
cancelled_entry_unfilled,288230376151712625,kSell,kOpenShort,kCancelled,entry,0.35595,28,2256938238,2256938238,2256938282,2256938383,,2256938383,true,true,false,27,0.35599,true,true,false,27,0.35599,true,true,false,13,0.35597,true,false,false,8,0.35558,false,false,false,,,1,1,0,27,2256938238,,3,2,0,27,2256938238,,2,1,0,13,2256938282,,2,1,0,13,2256938282,,1,0,0,,,,3,2,0,27,2256938238,
cancelled_entry_unfilled,288230376151712635,kBuy,kOpenLong,kCancelled,entry,0.35543,28,2257127861,2257127861,,2257128402,,2257128402,true,true,true,65,0.35539,true,true,true,65,0.35539,false,false,false,,,true,false,false,5,0.35605,false,false,false,,,1,1,1,65,2257127861,2257127861,12,1,1,65,2257127861,2257127861,11,0,0,,,,0,0,0,,,,0,0,0,,,,12,1,1,65,2257127861,2257127861
cancelled_entry_unfilled,288230376151712670,kBuy,kOpenLong,kCancelled,entry,0.35658,28,2257259822,2257259972,2257260111,2257260111,,2257260111,true,true,false,8,0.35654,true,false,false,8,0.3567,true,false,false,8,0.35698,true,false,false,8,0.35698,false,false,false,,,2,1,0,8,2257259822,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,8,2257259822,
cancelled_entry_unfilled,288230376151712685,kSell,kOpenShort,kCancelled,entry,0.35793,27,2257373531,2257373566,,2257373856,,2257373856,true,true,false,8,0.35797,true,false,false,10,0.35783,false,false,false,,,true,false,false,16,0.35726,false,false,false,,,2,1,0,8,2257373531,,5,0,0,,,,4,0,0,,,,0,0,0,,,,0,0,0,,,,6,1,0,8,2257373531,
cancelled_entry_unfilled,288230376151712690,kSell,kOpenShort,kCancelled,entry,0.35696,28,2257416622,2257416647,2257416794,2257416794,,2257416794,true,true,true,198,0.357,true,true,true,50,0.357,true,false,false,8,0.3565,true,false,false,8,0.3565,false,false,false,,,2,2,2,198,2257416622,2257416622,3,1,1,50,2257416647,2257416647,2,0,0,,,,1,0,0,,,,0,0,0,,,,4,2,2,198,2257416622,2257416622
cancelled_entry_unfilled,288230376151712692,kSell,kOpenShort,kCancelled,entry,0.35553,28,2257434421,2257434610,2257434659,2257434659,,2257434659,true,true,false,10,0.35557,true,false,false,8,0.35489,true,false,false,15,0.35498,true,false,false,15,0.35498,false,false,false,,,5,2,0,15,2257434421,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,6,2,0,15,2257434421,
cancelled_entry_unfilled,288230376151712693,kSell,kOpenShort,kCancelled,entry,0.35518,28,2257435734,2257435734,2257435909,2257435952,,2257435952,true,true,false,17,0.35522,true,true,false,17,0.35522,true,false,false,79,0.35437,true,false,false,8,0.35427,false,false,false,,,1,1,0,17,2257435734,,4,1,0,17,2257435734,,3,0,0,,,,2,0,0,,,,1,0,0,,,,4,1,0,17,2257435734,
cancelled_entry_unfilled,288230376151712694,kSell,kOpenShort,kCancelled,entry,0.35386,28,2257444198,2257444272,,2257444322,,2257444322,true,true,false,3,0.3539,true,false,false,1,0.35346,false,false,false,,,true,false,false,8,0.35311,false,false,false,,,2,1,0,3,2257444198,,2,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,3,1,0,3,2257444198,
cancelled_entry_unfilled,288230376151712718,kSell,kOpenShort,kCancelled,entry,0.35313,28,2257675602,2257675649,,2257675771,,2257675771,true,true,false,11,0.35317,true,false,false,8,0.35293,false,false,false,,,true,false,false,10,0.35294,false,false,false,,,2,1,0,11,2257675602,,6,0,0,,,,5,0,0,,,,0,0,0,,,,0,0,0,,,,7,1,0,11,2257675602,
cancelled_entry_unfilled,288230376151712719,kSell,kOpenShort,kCancelled,entry,0.35244,28,2257682207,2257682207,,2257682558,,2257682558,true,true,false,12,0.35248,true,true,false,12,0.35248,false,false,false,,,true,false,false,8,0.35167,false,false,false,,,1,1,0,12,2257682207,,6,1,0,12,2257682207,,5,0,0,,,,0,0,0,,,,0,0,0,,,,6,1,0,12,2257682207,
cancelled_entry_unfilled,288230376151712723,kSell,kOpenShort,kCancelled,entry,0.35282,28,2257718444,2257718453,2257718481,2257718481,,2257718481,true,true,false,14,0.35286,true,false,false,8,0.35244,true,false,false,16,0.35246,true,false,false,16,0.35246,false,false,false,,,2,1,0,14,2257718444,,2,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,3,1,0,14,2257718444,
cancelled_entry_unfilled,288230376151712725,kSell,kOpenShort,kCancelled,entry,0.35378,28,2257721894,2257721906,2257721946,2257721946,,2257721946,true,true,true,134,0.35382,true,true,true,99,0.35382,true,false,false,8,0.35336,true,false,false,8,0.35336,false,false,false,,,2,2,2,134,2257721894,2257721894,3,2,2,99,2257721906,2257721906,2,1,1,65,2257721913,2257721913,1,0,0,,,,0,0,0,,,,4,3,3,134,2257721894,2257721894
